id,user_id,page,data
11,P_C_wdWvpJsZ,/peiling,"{""rankings"": "" "", ""comment"": ""Hi Julius en anderen,\n\nFijn dat je ons op de hoogte houdt van de ontwikkelingen, ik vind je mails heel duidelijk en begripvol geformuleerd. \n\nIk heb het document doorgenomen en ben verbaasd dat er zoveel alternatieven zijn uitgewerkt, terwijl met het originele uitgangspunt (namelijk 'historische nieuwelaan prijzen') vrij weinig mis is. Er staan ook maar twee nadelen in de tabel, en dit zijn wat mij betreft ook nog eens geen nadelen maar voordelen. \n\nErgens denk ik, ach ja, dat ze zoveel tijd willen besteden aan de uitkering moeten ze zelf weten. Maar het raakt me dat er zoveel alternatieven zijn uitgewerkt omdat vrijwel alle alternatieven erop gericht lijken om oudleden zoveel mogelijk te kunnen uitkeren. \n\nDe Nieuwelaan moet in de eerste plaats een woonplek zijn, geen spaarpot. Een van de mooiste aspecten van de Nieuwelaan vond ik altijd dat het zo inclusief was omdat we ons eigen pand beheerden en de huurprijzen  laag konden houden. Ik vind het pijnlijk om te lezen dat oudleden 'rechten' zouden hebben (wij zitten niet meer in een vereniging), en dat het de verantwoordelijkheid van de Nieuwelaan zou zijn om maximaal uit te keren. Slechts 2 methodes leiden n\u00edet tot verhoging van de contributie. Ik vind het een absurd idee om de contribute te verhogen  om oudleden uit te kunnen betalen. \n\nNatuurlijk kan je als vereniging besluiten om de contributie te verhogen, daar kunnen goede redenen voor zijn, zoals een investering te kunnen doen in de woningen, of om te zorgen dat het verschil tussen de huurprijzen van de Nieuwelaan en omringende woningen niet te groot wordt. Dat kan een discussie op zich zijn, maar belangrijkste is dat uitkering niet de reden is, en de oudleden hebben ook niets met die discussie te maken. Uitkering aan oudleden moet op de laatste plaats staan, hier kannpas aan gedacht worden als alle andere kosten betaald zijn. Toen ik er kwam wonen is me dit ook zo uitgelegd: oudleden kunnen eventueel iets van hun contributie terug zien, maar pas als er iets overblijft na aflossen van de hypotheek en investeren on onderhoud of verbeteren van de woningen voor bijvoorbeeld duurzaamheid of comfort. \n\nIk begrijp niet waarom er wordt afgewogen om de contributie te verhogen om oudbewoners te kunnen uitbetalen, en ik vind het pijnlijk om te lezen dat dit nu blijkbaar een geaccepteerde afweging is geworden op de Nieuwelaan. Ik hoop dat dit niet voortkomt uit een misplaatst gevoel van inleven in de oudleden, want ik herken me er in elk geval helemaal niet in. Ik hoop ook dat dit niet gedreven wordt door eigenbelang van huidige bewoners die er bijvoorbeeld al heel lang wonen en op deze manier proberen zoveel mogelijk geld terug te zien. De Nieuwelaan moet draaien om het collectief, de groep die er nu woont, en niet om individuen of oudleden. \n\nIk ben normaliter niet geneigd om mijn mening te geven maar ik was in dit geval zo geraakt dat ik dit graag wilde meegeven. Ik kan mij voorstellen dat er nog (veel) meer oudleden zo over denken, maar die zullen zich misschien niet door het document heen kunnen worstelen. Van enkele oudleden horen jullie misschien meer dan gemiddeld. Ik hoop dat jullie met redelijkheid zullen denken over de grote stille meerderheid, die, naar ik inschat, weinig van deze uitkering verwacht en vooral hoopt dat jullie het fijn met elkaar hebben. \n\nDurf een beslissing te nemen, in plaats van uit te rekenen wat de beste beslissing is. Dat is mijn advies.\n\nHartelijke groet,\nAafke\n\nPs voor de duidelijkheid, mijn voorkeur en wat mij betreft de enige optie als het gaat om de hoogte van de uitkering bepalen, is de 'historische' nieuwelaan prijzen te hanteren. Elk ander alternatief is een heel andere discussie die losgetrokken moet worden van de uitkering ""}"
12,P_B_715HxxjW,/peiling,"{""rankings"": "" "", ""comment"": ""Voor mij is het het meest belangrijk dat de Nieuwelaan een fijne woonplek is, waar ik zelf ook jaren goedkoop en fantastisch leuk heb gewoond. Daarom hoeft er voor mij niet maximaal uitgekeerd te worden op basis van wat nog betaalbaar is. Historische Nieuwelaanprijzen + inflatie is voor mij prima. \n\nHeel veel succes met het proces!\nHartelijke groet,\nMerel (TUIG!)""}"
13,P_A_LCzmMDkG,/peiling,"{""rankings"": "" "", ""comment"": ""Ik ben heel blij dat er nu zo grondig en zorgvuldig werk wordt gemaakt van de toekomst van de vereniging. Bij de oprichting van de vereniging en het ontwerpen en de verbouwing van de Nieuwelaan zijn wij altijd uitgegaan van toekomstbestendig betaalbaar wonen. Allereerst voor ons zelf en daarna voor de volgende bewoners. Ik ga er van uit dat de huidige leden ook kiezen voor de toekomst van de Nieuwelaan maar hoop dat niet wordt vergeten wat wij in het verleden hebben gedaan om te komen waar we nu zijn.\nHartelijke groet, Allard Assen.""}"
34,P_B_RsiRfPSf,/peiling,"{""rankings"": "" "", ""comment"": ""Ik heb slechts een top 1 en dat is de huidige methode om de contributie te berekenen wat kennelijk als \""Historische Nieuwelaanprijzen = betaalbaar\"" genoemd wordt. \n\nIk waardeer het dat jullie zo zorgvuldig alle proberen uit te zoeken. Tegelijkertijd twijfel ik ernstig of je hiermee uiteindelijk tot een oplossing komt. Het perfecte systeem bestaat niet en perfecte statuten ook niet. Ik ben erg verbaast en vind het ergens ook kwalijk dat er kennelijk een verhaal wordt verteld dat mensen op de nieuwelaan te weinig zouden betalen. Wat mij betreft, met de ervaring van o.a. 5 jaar als penningmeester, waren de statuten altijd helder. Dat er nu over ieder detail discussie ontstaat en er zelfs met rechtzaken gedreigt wordt vind ik zorgelijk en maakt me verdrietig. Ik denk dat het probleem dan ook meer ligt in de opstelling en het gedrag van bepaalde mensen in vereniging en niet zozeer in de definitie van wat betaalbaar zou moeten zijn. \nOm toch nog even op de modellen terug te komen. Ik vind de nadelen die bij \""Historische Nieuwelaanprijzen = betaalbaar\"" staan onterecht als nadeel worden neergezet. Sterker nog hier ligt de kern van de verdraaiing van feiten. Kennelijk heeft iemand bedacht dat het maximaliseren van het rendement dus het doel was van het exploitatie van de Oude Nieuwelaan.  Vanuit dat oogpunt kan je inderdaad zeggen dat bewoners nog lang niet genoeg worden uitgemolken. Hier ben ik het absoluut niet mee eens. \nWat betreft het het huurpuntensysteem, dit is een maximale huur, bepaald om huurders te beschermen tegen een te hoge huur. Om deze methode als minimum te gaan hanteren klopt dus niet en is onredelijk. Bovendien veranderd dit systeem binnenkort ten nadelen van de huidige leden van de Oude Nieuwelaan. \nTot slot hoop ik dat er met nuchterheid en relativering straks besluiten worden genomen, in het volle besef dat dit geen perfecte besluiten worden, maar dat het vooral een eind maakt aan deze eindeloze opgave en weer rust brengt in de vereniging. ""}"
67,P_C_7xoTdHE7,/peiling,"{""rankings"": "" "", ""comment"": ""Alle modellen onder de 20% lijken me acceptabel mits goed onderbouwd. Ik zou willen aanraden het probleem te versimpelen ipv verbreden en detailleren, dat zou jullie een hoop werk en frustratie moeten schelen.""}"
68,P_A_4e3bYqVu,/peiling,"{""rankings"": ""Contributie in valuta \u00e8n natura als basis>>Huurpuntensysteem: Onzelfstandige woonruimte (gereduceerd met 1,3 klusuren \u00e0 \u20ac15,- / h)>>Huurpuntensysteem: Zelfstandige woonruimte (standaard)>>Sociale en lokale context: Kamers elders (sociale context - andere kamers in woongroepen: woongroep.net)>>Terugrekenen vanaf inkomen/ bijstandsniveau (voor mens in bijstand)"", ""comment"": ""Ik vind het ongelofelijk belangrijk dat wonen op de Nieuwelaan niet alleen wonen is. Daar heb ik me ook jarenlang ontzettend voor ingezet, nu gaat het niet om mij maar om wat ik daarbij ervaren heb. Dat het belangrijk is verbinding te houden met je woon genoten, je bent niet alleen huisgenoten of buren maar je wilt met elkaar iets delen ergens samen aan werken. Daarom moet er denk ik iets gezamenlijks blijven zoals zelfwerkzaamheid of een eetcafe of samen ergens voor inzetten liefst met een maatschappelijk belang. eventueel met betaalde krachten of voor huurvermindering.  Hierbij kun je dan ook een actieve rol geven aan de oud bewoners waardoor het hele plan breed gedragen blijft. Dan creeer je echt een solide duurzame basis waar niet zomaar meer aan getoornd kan worden en kan de NWL voor eeuwig blijven bestaan.  Dit komt in de bovenstaande varianten te weinig naar voren en ik ben bang dat als het gereduceerd wordt tot alleen maar goedkoop wonen, de ziel uit het gebouw verdwijnt en je grote problemen met bewoners kunt verwachten.  het moet echt heel erg duidelijk zijn waar mensen voor kiezen als ze komen wonen. Niet voor het geld, wel voor de binding en het samenleven.  Dit is ook echt de toekomst waarin we af moeten van het kapitalistisch systeem en meer naar de betekenis economie. Ik zie deze crisis binnen de NWL dan ook echt als kans en wil er erg graag met jullie over brainstormen en mijn steentje bijdragen.  \nIk wilde eigenlijk geen keuze maken aangezien bovenstaande er niet echt in zit en ik vind het ook enorm jammer dat we als oud bewoners niet meer betrokken zijn bij dit hele proces. Ik vind echt wel echt tof dat jullie er zo veel werk van maken en ik hoop echt op een goede duurzame keuze waarin de verbinding onderling leidend is en niet het geld.\n\ngroet,\nmarieke \n""}"
69,P_B_w3B45szU,/peiling,"{""rankings"": ""Huurpuntensysteem: Onzelfstandige woonruimte (standaard)>>Huurpuntensysteem: Onzelfstandige woonruimte (gereduceerd met 1,3 klusuren \u00e0 \u20ac15,- / h)>>Sociale en lokale context: Kamers elders (sociale context - andere kamers in woongroepen: woongroep.net)>>Contributie in valuta \u00e8n natura als basis>>Huurpuntenontwikkeling"", ""comment"": null}"
70,P_C_VSJAQMqY,/peiling,"{""rankings"": ""Huurpuntensysteem: Zelfstandige woonruimte (standaard)>>Sociale en lokale context: Kamers elders (sociale context - andere kamers in woongroepen: woongroep.net)>>Gelijk risico lening t.o.v. 2006>>Sociale en lokale context: Kamers elders (lokale context - andere kamers in Delft: kamernet.nl)>>Aanpassen aan huurprijzen van vergelijkbare voormalige kraakpanden in de omgeving"", ""comment"": null}"
71,P_B_iNzMAoW8,/peiling,"{""rankings"": ""CAO loonontwikkeling>>Historische Nieuwelaanprijzen = betaalbaar>>Huurpuntenontwikkeling>>Contributie op basis van inkomen van een 18-jarige>>Huurpuntensysteem: Onzelfstandige woonruimte (gereduceerd met 1,3 klusuren \u00e0 \u20ac15,- / h)"", ""comment"": ""Hallo!\nTen eerste, ik snap het dat het een extreem lastige periode is (geweest), en ik wens jullie sterkte met het afronden. Het is ook altijd complex met geld. Mijn gedachten:\n\nOver de peiling:\nIk zou aan de oprichters vragen wat de bedoeling was (niet aan alle oude leden), hun interpretatie van 'betaalbaarheid' in de context van de statuten. Het zal verwacht ik een hoop verduidelijken. Als jullie het belangrijk vinden om te weten wat ze dachten, beter aan hun zelf dan aan de statuten of aan een rechter te vragen.\n\nDingen die je wel bij alle oude leden kan peilen is wat zij meer of minder belangrijk vinden voor de toekomst van de woongroep, welke waarden (in het algemeen): zo lage mogelijk woonkosten, uitkering aan oude leden van opgebouwde waarde, inzet bewoners voor onderhoud, onderhoudsstaat, zelfbeschikking bewoners, medezegging oude bewoners, hoeveelheid mensen die er kunnen wonen, etc etc etc.\nNiet zozeer de kleine detailles zoals dit. \n\nOver het proces:\nKijk niet alleen naar het geldvraag, jullie huidige contributie vs de uitkering van oude leden: kijk naar de visie, het geheel model van de nieuwelaan. Dit is jullie opgave: het nieuwelaan concept een stap verder uitwerken. Het achterliggend idee, hoe ik het begreep, is dat leden, elke 15 jaar, een deel van de met zijn contributie opgebouwde vermogen terugkrijgen. En dat je daarom op de nieuwelaan huiseigenaar bent, en niet huurder. En daarom is het mooi. Maar je kan ook zeggen: nee het idee is dat de woonkosten laag zijn en niet meebewegen in de woonmarkt. Dat is ook mooi. Dan bouw je op vermogen, omdat je minder woonkosten hebt, als je wilt. Uiteindelijk is deze keuze aan jullie, binnen de statuten, en ook jullie keuze om de oprichters of de oude bewoners te vragen om hun verhaal te doen, of niet. Als de discussie vastloopt (en het gebeurt het al een tijdje), dan kan de mening van de oude leden of de oprichter helpen.\n\nOver het onderwerp:\n\nDenken jullie er ook aan dat jullie, huidige leden, in de toekomst oude leden zullen worden. Het is ook de marshmallow experiment voor jullie: nu minder betalen, of nu iets meer betalen (maar nog steeds zeer betaalbaar), en later iets terug krijgen.\nVoor mij hoeft wonen op de nieuwelaan niet duurder te worden om mij terug te betalen, en de meeste oude leden die ik ken zien het ook zo. Inflatiecorrectie of iets dergelijk is dus prima. Jullie hoeven niet marktconform te zijn, de markt wordt alleen maar gekker. Als jullie vinden dat de contributie laag moet blijven, er geen of bijna geen uitkering plaatsvindt, prima. \nIk zou het wel jammer vinden als, met het feit dat het in de nieuwelaan wonen goedkoop  is, steeds minder mensen er wonen, omdat bewoners meer kamers tegelijk gaan huren.\n\nEn als je met een iets-hogere-maar-nog-steeds-veel-lagere-dan-de-markt contributie ook iets mooi waar kan maken, is dat niet een prachtige uitkomst van deze lange traject? \n\nHistorische weetje: zowel bij de nieuwelaan als bij het spookhuis, op het moment dat het project evolueerde (van kraakpand naar woongroep), gingen een aantal bewoners weg die zich niet terug vonden in de keuze en niet meer wilden gaan betalen. Toch gingen de projecten door en zijn iets moois geworden, volgens de visie van de bewoners.\n\nIk denk dat het mooiste zou zijn als met de herfinanciering een nieuwe woonproject begonnen wordt. Dan spreidt het nieuwelaan concept verder. Misschien wilt iemand van de huidige of oude leden zo een initiatief beginnen? om een optie aan oude leden te bieden om de uitkering aan zo'n project te doneren? \n\nGroetjes! Pietro\np.s. LAGA complex kopen, misschien?""}"
100,P_A_qwoIH7Mv,/peiling,"{""rankings"": "" "", ""comment"": ""Ik raad het huurpuntensysteem aan, omdat dit een algemeen geaccepteerd is. En het minst interpretatie gevoelig is. (Duidelijk: meten is weten). Evt. Doen jullie een percentage korting voor het aantal uren dat iedereen bijdraagt conform de jaarbegroting (vast percentage voor iedereen. Het is natuurlijk onzin om te stellen dat de klusuren nooit kapitalistisch werden ingezet: zonder die uren hadden we geen hypotheek gekregen, omdat we dan een aannemer moesten betalen om het werk te klaren. In de begin jaren hadden we iig een strakke urenregistratie. \nEn het argument: we zijn geen verhuurder maar eigenaar is ook maar net hoe je het interpreteerd. Je bent lid van de vereniging, geen eigenaar. Hetvwas een hele bijzondere tijd om deel uit te maken van de opbouw van de Oude Nieuwelaan, vooral vanwege een goede balans in realisme en idealisme.  Ik hoop dat jullie grip krijgen op het besluitvormingsproces met het juiste juridische kader. En dat een uitbetaling van de oud bewoners vorm gaat krijgen. \n\nSucces! ""}"
133,P_D_DxfOr26I,/peiling,"{""rankings"": "" "", ""comment"": ""Historische Nieuwelaan prijzen = betaalbaar""}"
134,P_A_4vYaQfGz,/peiling,"{""rankings"": "" "", ""comment"": ""Mijn reactie is de volgende.\n\nUiteraard moet er, volgens de statuten maar ook vanuit moreel oogpunt, een uitkering plaats vinden aan oud bewoners. Fijn dat dit eindelijk wordt opgepakt!\n\nIk verbaas me erover dat dit als een \""zware last\"" wordt ervaren door de huidige Nieuwelaners.\nToen ik op de Nieuwelaan kwam wonen waren er meerdere klusdagen per maand; ontelbare uren is door de toenmalige bewoners in de panden gestoken (naast de woonbijdrage die we natuurlijk ook betaalden en de vele vergaderingen om zaken goed te regelen). \n\nAan het begin van de zomervakantie (als veel mensen weg zijn of op het punt staan om weg te gaan) een lang document aan oud bewoners versturen met een korte reactietijd, levert waarschijnlijk niet veel reacties op. Omdat het volgens de statuten ook niet verplicht is, heb ik mijn reactie kort gehouden.\n\nNogmaals dank voor de actie die (nu wel!) wordt ondernomen op dit punt.\n\nCarly""}"
135,P_C_xnGc37xF,/peiling,"{""rankings"": "" "", ""comment"": ""Hoi! Jeetje wat een extreme hoeveelheid werk hebben jullie hier van gemaakt! Ik heb er veel respect voor en vind het tegelijkertijd heel zonde van jullie tijd en energie en waarschijnlijk ook jullie gemoedstoestand. Het verbaast me eerlijk gezegd dat er zoveel aandacht aan wordt besteed. Het document en onderzoek is zo uitgebreid en eerlijk gezegd ook zo vergezocht dat ik het niet goed heb gelezen. Het zou niet zo moeilijk mogen zijn en de nieuwelaan contributies mogen wat mij betreft gelijk blijven, met natuurlijk inflatie, en kosten verhoging als er een grote uitgave is. En natuurlijk de klusuren. Daar is de nieuwelaan goed in en altijd goed in geweest: lage huur en klussen waar nodig. Heel veel succes en liefs! ""}"
136,P_A_vmwE5dcD,/peiling,"{""rankings"": ""Gelijk risico lening t.o.v. 2006>>Huurpuntenontwikkeling>>Sociale en lokale context: Kamers elders (lokale context - andere kamers in Delft: kamernet.nl)>>Huurpuntensysteem: Onzelfstandige woonruimte (gereduceerd met 1,3 klusuren \u00e0 \u20ac15,- / h)>>Huurpuntensysteem: Onzelfstandige woonruimte (standaard)"", ""comment"": ""Artikel 7 deel 3 zou naast een inflatie correctie misschien ook wel moeten indexeren tegen de WOZ waarde (stijging).""}"
